2025-09-17 01:31:47,433 | __main__ | INFO | STARTING JIT Market-Making Bot in Sniper Mode...
2025-09-17 01:37:25,655 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:25,655 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:25,802 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:25,803 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:25,964 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:26,043 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:26,121 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:28,262 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:29,054 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:29,055 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:29,056 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:29,056 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (330ms)
2025-09-17 01:37:29,057 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:29,057 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:29,057 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:29,220 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:29,222 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:29,359 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:29,446 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:29,519 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:30,995 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:31,609 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:31,610 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:31,610 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:31,610 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (156ms)
2025-09-17 01:37:31,611 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:31,611 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:31,611 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:31,957 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:31,958 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:32,034 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:32,101 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:32,210 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:33,223 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:33,954 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:33,955 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:33,955 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:33,956 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (333ms)
2025-09-17 01:37:33,957 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:33,957 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:33,957 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:34,129 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:34,132 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:34,220 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:34,326 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:34,465 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:35,510 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:36,123 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:36,123 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:36,124 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:36,124 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (157ms)
2025-09-17 01:37:36,124 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:36,124 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:36,125 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:36,268 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:36,269 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:36,345 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:36,438 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:36,526 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:39,800 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:40,579 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:40,580 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:40,581 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:40,581 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (325ms)
2025-09-17 01:37:40,582 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:40,582 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:40,582 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:40,729 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:40,731 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:41,020 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:41,141 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:41,279 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:43,910 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:44,682 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:44,683 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:44,683 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:44,684 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (331ms)
2025-09-17 01:37:44,684 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:44,684 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:44,684 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:45,022 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:45,023 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:45,131 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:45,214 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:45,479 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:46,489 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:47,091 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:47,091 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:47,092 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:47,092 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (144ms)
2025-09-17 01:37:47,093 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:47,093 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:47,093 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:47,240 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:47,241 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:47,344 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:47,510 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:47,662 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:49,422 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:50,032 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:50,032 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:50,033 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:50,033 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (156ms)
2025-09-17 01:37:50,033 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:50,034 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:50,035 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:50,183 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:50,184 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:50,284 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:50,387 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:50,532 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:51,563 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:52,134 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:52,135 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:52,136 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:52,136 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (153ms)
2025-09-17 01:37:52,136 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:52,137 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:52,137 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:52,297 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:52,301 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:52,390 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:52,520 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:52,632 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:53,657 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:54,245 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:54,246 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:54,246 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:54,247 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (165ms)
2025-09-17 01:37:54,247 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:54,247 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:54,247 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:54,581 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:54,582 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:54,709 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:54,778 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:54,843 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:55,863 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:56,607 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:56,608 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:56,609 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:56,609 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (329ms)
2025-09-17 01:37:56,609 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:56,610 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:56,610 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:56,765 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:56,767 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:56,863 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:56,963 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:57,061 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:58,116 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:37:58,771 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:58,772 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:37:58,773 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:37:58,773 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (145ms)
2025-09-17 01:37:58,773 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:37:58,773 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:37:58,774 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:37:59,158 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:37:59,159 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:37:59,258 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:59,400 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:37:59,494 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:00,553 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:38:01,324 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:38:01,325 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:38:01,326 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:38:01,326 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (330ms)
2025-09-17 01:38:01,326 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:38:01,326 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:38:01,327 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:38:01,483 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:38:01,485 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:38:01,638 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:01,712 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:01,826 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:07,979 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:38:08,872 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:38:08,872 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:38:08,873 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:38:08,873 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (457ms)
2025-09-17 01:38:08,873 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:38:08,874 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:38:08,874 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:38:09,034 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:38:09,036 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:38:09,574 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:09,669 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:09,826 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:10,865 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:38:11,653 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:38:11,654 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:38:11,655 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:38:11,655 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (350ms)
2025-09-17 01:38:11,655 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:38:11,656 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:38:11,656 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:38:11,813 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:38:11,814 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:38:11,920 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:12,019 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:12,098 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:13,127 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:38:13,745 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:38:13,746 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:38:13,746 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:38:13,746 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (141ms)
2025-09-17 01:38:13,747 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:38:13,747 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:38:13,748 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:38:14,081 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:38:14,083 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
2025-09-17 01:38:14,176 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:14,272 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:14,347 | httpx | INFO | HTTP Request: POST https://devnet.helius-rpc.com/?api-key=2728d54b-ce26-4696-bb4d-dc8170fcd494 "HTTP/1.1 200 OK"
2025-09-17 01:38:15,376 | libs.sidecar_validator | INFO | Validating sidecar at: http://localhost:8787/health
2025-09-17 01:38:15,925 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:38:15,926 | libs.sidecar_validator | INFO | Sidecar mode: forward
2025-09-17 01:38:15,927 | libs.sidecar_validator | INFO | Forward base: https://swift.drift.trade
2025-09-17 01:38:15,927 | libs.sidecar_validator | INFO | Upstream Swift service healthy: status=200 (148ms)
2025-09-17 01:38:15,927 | libs.sidecar_validator | WARNING | Circuit breaker OPEN: 3/3 consecutive failures
2025-09-17 01:38:15,928 | libs.sidecar_validator | WARNING | Sidecar will return 503 for new orders
2025-09-17 01:38:15,928 | libs.sidecar_validator | INFO | Sidecar validation passed
2025-09-17 01:38:16,087 | httpx | INFO | HTTP Request: GET http://localhost:8787/health "HTTP/1.1 200 OK"
2025-09-17 01:38:16,088 | libs.drift.drivers.swift | INFO | Swift driver initialized: http://localhost:8787, retries=3, auction=True
